"","state_abbreviation","county","income","hispanic","white","college","density","female"
"1991","ND","Adams ",47798,1.2,94.9,23.2,2.4,51.3
"1992","ND","Barnes ",50274,1.6,93.4,26.2,7.4,50
"1993","ND","Benson ",36491,2.2,42.1,11.6,4.8,48.5
"1994","ND","Billings ",57083,1.8,93.7,21.6,0.7,44.6
"1995","ND","Bottineau ",51667,2,92.7,20.9,3.9,47.8
"1996","ND","Bowman ",56964,4.7,92.7,20.7,2.7,48.3
"1997","ND","Burke ",53693,2.1,94.5,17.4,1.8,46.7
"1998","ND","Burleigh ",61811,1.9,90.8,33.2,49.8,50.2
"1999","ND","Cass ",52590,2.4,88.5,37.2,84.9,49.3
"2000","ND","Cavalier ",55904,1.1,96.2,16.4,2.7,49.3
"2001","ND","Dickey ",47359,3.4,93.4,23.6,4.7,50.3
"2002","ND","Divide ",55057,3.9,93,21.8,1.6,48.3
"2003","ND","Dunn ",60500,3.8,83,17.9,1.8,46.5
"2004","ND","Eddy ",44250,3.1,90.5,20.1,3.8,49.6
"2005","ND","Emmons ",38477,1.1,97,14.4,2.4,48.7
"2006","ND","Foster ",50677,1.2,96.3,19.6,5.3,50.1
"2007","ND","Golden Valley ",36100,2.7,94.2,18.3,1.7,49.5
"2008","ND","Grand Forks ",46745,3.8,85.7,32.6,46.5,48.5
"2009","ND","Grant ",41694,1,95.3,16.4,1.4,49.1
"2010","ND","Griggs ",45542,0.8,97.8,14.8,3.4,49
"2011","ND","Hettinger ",47743,2.3,92.6,17.3,2.2,51.5
"2012","ND","Kidder ",50000,3.8,94.4,19.4,1.8,48.7
"2013","ND","LaMoure ",53691,1.1,97.3,21.5,3.6,48.7
"2014","ND","Logan ",49076,0.9,97.1,13,2,49.2
"2015","ND","McHenry ",45343,2.6,95,16.3,2.9,47.5
"2016","ND","McIntosh ",36066,2.1,95.7,18.6,2.9,51.2
"2017","ND","McKenzie ",64866,6.8,76.5,22.3,2.3,46.6
"2018","ND","McLean ",53565,2.1,89.5,17.5,4.2,48.9
"2019","ND","Mercer ",66534,2.5,93.6,20.5,8.1,48.1
"2020","ND","Morton ",60065,2.7,90.8,24.1,14.3,49.4
"2021","ND","Mountrail ",68722,6.2,64.8,18.3,4.2,44.8
"2022","ND","Nelson ",49839,2,94.2,21,3.2,49.2
"2023","ND","Oliver ",71250,2.5,93,16.4,2.6,48.9
"2024","ND","Pembina ",49846,3.7,92.2,19.2,6.6,48.6
"2025","ND","Pierce ",42975,1.4,92.9,12.4,4.3,49.3
"2026","ND","Ramsey ",48604,2.5,85.2,21,9.6,49.4
"2027","ND","Ransom ",49788,1.9,95.4,16.5,6.3,48.9
"2028","ND","Renville ",60847,2.3,94.9,17.2,2.8,47.4
"2029","ND","Richland ",53759,2.7,92,20.8,11.4,48.4
"2030","ND","Rolette ",31336,1.6,20.2,19.9,15.4,50.9
"2031","ND","Sargent ",53381,2.9,94,17.9,4.5,47.4
"2032","ND","Sheridan ",43250,1.3,95.1,16,1.4,50.2
"2033","ND","Sioux ",36111,3.8,14.4,17.7,3.8,50
"2034","ND","Slope ",61667,3,94.5,22.5,0.6,46
"2035","ND","Stark ",62559,4.9,89.5,24.7,18.1,47.4
"2036","ND","Steele ",55735,1.3,96.7,20.3,2.8,49.1
"2037","ND","Stutsman ",50120,2.1,93.5,23.7,9.5,48.9
"2038","ND","Towner ",55521,0.8,93.7,21.8,2.2,49.1
"2039","ND","Traill ",48767,3.2,93.2,28.9,9.4,49.1
"2040","ND","Walsh ",48592,11.1,85.5,18.3,8.7,49.3
"2041","ND","Ward ",56580,5.1,85.2,25.9,30.6,47.3
"2042","ND","Wells ",44132,1.1,96.8,19.3,3.3,49.8
"2043","ND","Williams ",76210,5.2,85.5,19.9,10.8,45.7
"2044","OH","Adams ",35678,0.8,96.6,10.6,48.9,50.7
"2045","OH","Allen ",42823,2.8,81.5,17.2,264.2,49.6
"2046","OH","Ashland ",46548,1.2,96,19.3,125.6,51
"2047","OH","Ashtabula ",40516,3.8,90.1,12.6,144.6,49.7
"2048","OH","Athens ",33823,1.8,89.8,28.2,128.6,50.1
"2049","OH","Auglaize ",52239,1.5,96.4,17.1,114.5,50.4
"2050","OH","Belmont ",41534,0.9,93,14.4,132.3,49
"2051","OH","Brown ",44341,0.8,96.6,11,91.5,50.4
"2052","OH","Butler ",56610,4.5,82.7,27.4,788.2,51
"2053","OH","Carroll ",43779,1.2,96.5,11,73.1,49.8
"2054","OH","Champaign ",49157,1.5,93.5,17,93.5,50.2
"2055","OH","Clark ",43136,3.1,84.6,17.6,348,51.5
"2056","OH","Clermont ",60365,1.7,94.2,25.6,436.5,50.7
"2057","OH","Clinton ",46048,1.6,93.5,14.5,102.9,50.6
"2058","OH","Columbiana ",42300,1.5,94.4,12.6,202.7,49.6
"2059","OH","Coshocton ",41274,0.9,96.2,12.3,65.4,50.5
"2060","OH","Crawford ",40783,1.5,95.9,11.8,109,51.3
"2061","OH","Cuyahoga ",43804,5.4,60.2,29.7,2800,52.4
"2062","OH","Darke ",43425,1.5,96.3,11.9,88.5,50.8
"2063","OH","Defiance ",47593,9.6,86.7,16.5,94.9,50.6
"2064","OH","Delaware ",89757,2.4,86.9,50.5,393.2,50.4
"2065","OH","Erie ",46498,4,84,21,306.4,51.2
"2066","OH","Fairfield ",58786,2.1,87.6,26,289.8,50.2
"2067","OH","Fayette ",37619,1.9,93.2,13.7,71.4,50.6
"2068","OH","Franklin ",50877,5.1,65.7,36.4,2186.1,51.3
"2069","OH","Fulton ",52856,8.2,89.8,16.3,105.3,50.6
"2070","OH","Gallia ",39226,1.2,93.9,15.2,66.3,50.7
"2071","OH","Geauga ",67663,1.4,95.7,35.9,233.4,50.6
"2072","OH","Greene ",58080,2.7,84.4,36,390.5,50.8
"2073","OH","Guernsey ",38841,1,94.9,12.9,76.8,50.7
"2074","OH","Hamilton ",48593,2.9,66.7,33.7,1976.7,51.9
"2075","OH","Hancock ",49589,5,90,25.7,140.7,51
"2076","OH","Hardin ",40415,1.5,95.3,13.4,68.1,50.5
"2077","OH","Harrison ",39002,0.8,95.2,9.2,39.4,50.7
"2078","OH","Henry ",49439,7.3,90.6,13.8,67.8,50.8
"2079","OH","Highland ",39091,0.9,95.6,11.4,78.8,51.1
"2080","OH","Hocking ",42089,0.9,96.7,12.7,69.7,50.3
"2081","OH","Holmes ",45477,0.9,97.9,8.5,100.3,50.1
"2082","OH","Huron ",49404,6.1,90.8,13.1,121.3,50.8
"2083","OH","Jackson ",36356,1,96.2,15.2,79,50.7
"2084","OH","Jefferson ",40577,1.4,90.8,14.7,170.7,51.5
"2085","OH","Knox ",49750,1.4,95.5,21.2,115.9,51
"2086","OH","Lake ",56018,4,89.4,24.9,1011.2,51.2
"2087","OH","Lawrence ",41552,0.9,95,14.9,137.7,51.1
"2088","OH","Licking ",55114,1.7,91.5,21.9,243.9,51
"2089","OH","Logan ",47542,1.4,93.9,14.8,100,50.7
"2090","OH","Lorain ",51816,9.2,79.2,22.2,613.6,50.7
"2091","OH","Lucas ",41556,6.7,69.9,23.4,1296.2,51.5
"2092","OH","Madison ",54956,1.7,89,17.6,93.2,45.5
"2093","OH","Mahoning ",41058,5.4,76.8,20.8,580.2,51.3
"2094","OH","Marion ",42572,2.4,88.9,12.4,164.7,46.9
"2095","OH","Medina ",65951,1.9,94.2,29.6,409,50.6
"2096","OH","Meigs ",35469,0.5,97,12.2,55.3,50.9
"2097","OH","Mercer ",52535,1.8,96.1,16.2,88.3,49.8
"2098","OH","Miami ",52040,1.5,93,19.7,252.1,50.6
"2099","OH","Monroe ",40573,0.5,97.5,10.4,32.1,49.7
"2100","OH","Montgomery ",43401,2.6,71.9,24.6,1159.5,51.9
"2101","OH","Morgan ",37865,0.8,92.5,10.5,36.2,50.2
"2102","OH","Morrow ",51484,1.4,96.1,14.1,85.8,49.7
"2103","OH","Muskingum ",40524,1,91.8,14.2,129.5,51.6
"2104","OH","Noble ",38290,0.6,95.2,9.7,36.8,41.7
"2105","OH","Ottawa ",53202,4.9,92.5,20.3,162.5,50.5
"2106","OH","Paulding ",44861,4.5,92.9,12.1,47.1,50.2
"2107","OH","Perry ",41446,0.8,97,10.2,88.4,50
"2108","OH","Pickaway ",54003,1.3,93,16.1,111.1,47.2
"2109","OH","Pike ",42165,0.9,95.5,12.2,65.2,50.2
"2110","OH","Portage ",52697,1.6,90.2,25.1,331.2,51
"2111","OH","Preble ",48405,0.7,96.6,11.3,99.7,50.4
"2112","OH","Putnam ",61192,5.9,92.7,19.9,71.5,49.8
"2113","OH","Richland ",41835,1.7,86.2,14.9,251.3,49.2
"2114","OH","Ross ",43264,1.1,89.9,13.7,113.3,47.5
"2115","OH","Sandusky ",46140,9.5,85.1,13.7,149.2,50.8
"2116","OH","Scioto ",35379,1.2,93.6,14.2,130.3,50.8
"2117","OH","Seneca ",43764,4.8,90.4,15.3,103,50
"2118","OH","Shelby ",50427,1.6,93.3,14.5,121.2,49.8
"2119","OH","Stark ",45641,1.9,87.1,21.1,652.9,51.5
"2120","OH","Summit ",49669,1.9,78.4,29.6,1312.6,51.5
"2121","OH","Trumbull ",42880,1.6,87.5,17,340.1,51.2
"2122","OH","Tuscarawas ",43739,2.4,95.1,15.2,163.1,50.6
"2123","OH","Union ",65086,1.5,91.1,27,121.1,52.5
"2124","OH","Van Wert ",45355,2.8,94.6,15.4,70.3,51.3
"2125","OH","Vinton ",36705,0.7,96.9,8.5,32.6,50.4
"2126","OH","Warren ",72487,2.6,87.8,37.9,530,49.8
"2127","OH","Washington ",42834,1.1,95.3,16,97.8,50.9
"2128","OH","Wayne ",49135,1.8,94.2,20,206.4,50.5
"2129","OH","Williams ",43089,4.1,93.1,12.8,89.4,50.3
"2130","OH","Wood ",52069,5.3,88.8,29.5,203.3,50.7
"2131","OH","Wyandot ",44448,2.7,95.2,12,55.6,50.7
"2132","OK","Adair ",32556,6.1,41.9,12.7,39.6,49.7
"2133","OK","Alfalfa ",44811,5,84.7,21.4,6.5,39.9
"2134","OK","Atoka ",37012,3.6,72,14.2,14.5,47.7
"2135","OK","Beaver ",51422,22.8,73.3,17.9,3.1,50
"2136","OK","Beckham ",48989,14.1,75.9,16.4,24.5,46.5
"2137","OK","Blaine ",44206,9.1,74.2,17,12.9,50.2
"2138","OK","Bryan ",38897,5.5,72.4,20.1,46.9,51.3
"2139","OK","Caddo ",39267,11.3,58.3,13.7,23.2,48.2
"2140","OK","Canadian ",63629,8,77.7,25.3,128.9,50.5
"2141","OK","Carter ",41401,6.7,71,17.1,57.8,51.3
"2142","OK","Cherokee ",37260,6.6,49.2,24.5,62.7,50.8
"2143","OK","Choctaw ",30201,3.7,61.9,14,19.7,51.4
"2144","OK","Cimarron ",38301,21.3,74.9,18.5,1.3,50
"2145","OK","Cleveland ",54989,7.9,73.4,31.4,474.7,50.1
"2146","OK","Coal ",34867,3.9,70.7,13.3,11.5,51.1
"2147","OK","Comanche ",46036,12.6,57.2,19.9,116.1,48
"2148","OK","Cotton ",46317,7.2,77.2,14.7,9.8,49.9
"2149","OK","Craig ",39236,3.2,64.6,12.5,19.7,48.7
"2150","OK","Creek ",43026,3.7,77.3,15.3,73.6,50.5
"2151","OK","Custer ",44972,16.5,70.1,27.8,27.8,50
"2152","OK","Delaware ",36588,3.5,64.7,16.1,56.2,50.9
"2153","OK","Dewey ",46488,6.1,84.1,19.5,4.8,51
"2154","OK","Ellis ",47344,7.5,87.6,23.9,3.4,50.6
"2155","OK","Garfield ",44530,11.4,76.3,21.7,57.2,50.2
"2156","OK","Garvin ",38245,7.6,76.3,15.4,34.4,50.7
"2157","OK","Grady ",49637,5.3,82.1,16.8,47.6,50.3
"2158","OK","Grant ",46625,4.3,89.7,22.1,4.5,50.9
"2159","OK","Greer ",39900,11.3,75.6,14.4,9.8,42.6
"2160","OK","Harmon ",26688,27.4,60.1,17.8,5.4,51.8
"2161","OK","Harper ",46117,20.2,77.1,16.1,3.5,50.5
"2162","OK","Haskell ",35334,4,72.1,11.4,22.1,49.8
"2163","OK","Hughes ",34619,4.7,64.5,10.9,17.4,46.5
"2164","OK","Jackson ",42824,22.6,64,20.1,32.9,50.3
"2165","OK","Jefferson ",34701,9.6,78.4,11.2,8.5,49.5
"2166","OK","Johnston ",36192,4.6,70.4,17.7,17,51.1
"2167","OK","Kay ",41012,7.2,75.7,19.5,50.6,50.6
"2168","OK","Kingfisher ",54666,14.9,77.6,18.2,16.7,50.2
"2169","OK","Kiowa ",36281,10.7,74.9,17.2,9.3,50.8
"2170","OK","Latimer ",40970,3.4,67.3,13.8,15.4,49.4
"2171","OK","Le Flore ",36542,6.6,72.2,12.9,31.7,50
"2172","OK","Lincoln ",42668,3.1,83.2,12.5,36,50.1
"2173","OK","Logan ",53591,5.6,77.8,24.5,56.3,50.5
"2174","OK","Love ",43260,14.6,72.3,14.4,18.3,50.5
"2175","OK","McClain ",54426,7.5,79.8,20.4,60.5,50.4
"2176","OK","McCurtain ",31790,5.5,63.5,13.9,17.9,51
"2177","OK","McIntosh ",36096,2.5,68.6,13,32.7,50.5
"2178","OK","Major ",49905,9.1,85.5,16.6,7.9,50.9
"2179","OK","Marshall ",37319,16.2,66.8,14.4,42.7,50.3
"2180","OK","Mayes ",42751,3.2,65.8,15.3,63,50.3
"2181","OK","Murray ",44151,5.6,73.8,19,32.4,50
"2182","OK","Muskogee ",38502,5.7,57.3,17.9,87.6,51.2
"2183","OK","Noble ",44842,3.3,82.2,21.5,15.8,50.6
"2184","OK","Nowata ",39430,2.7,67.3,13.8,18.6,50.8
"2185","OK","Okfuskee ",35170,4,61.8,11.1,19.7,46.6
"2186","OK","Oklahoma ",45215,16.2,57.7,29.6,1013.8,51.1
"2187","OK","Okmulgee ",39156,3.7,63.5,13.9,57.5,50.7
"2188","OK","Osage ",44195,3.3,64.2,16.1,21.1,49.7
"2189","OK","Ottawa ",36473,5.3,66,13.9,67.6,51
"2190","OK","Pawnee ",44375,2.7,77.3,17,29.2,50.1
"2191","OK","Payne ",36812,4.5,77.3,35.9,113,48.9
"2192","OK","Pittsburg ",41252,4.6,70.2,15.3,35.1,49.2
"2193","OK","Pontotoc ",41881,4.8,67.4,28,52,51.2
"2194","OK","Pottawatomie ",42764,4.9,73.2,17.6,88.2,52.3
"2195","OK","Pushmataha ",29897,3.2,73.2,11.6,8.3,51
"2196","OK","Roger Mills ",53885,6.9,84.4,19.7,3.2,49.5
"2197","OK","Rogers ",58525,4.2,72.7,23,128.6,50.2
"2198","OK","Seminole ",33819,4.5,65.6,14.1,40.3,50.9
"2199","OK","Sequoyah ",35742,3.8,64.2,13.3,63,50.6
"2200","OK","Stephens ",43885,7.1,80.9,17.4,51.8,51.3
"2201","OK","Texas ",49901,45.9,46.7,18.8,10.1,46.8
"2202","OK","Tillman ",36354,25.4,60.8,16,9.2,50.1
"2203","OK","Tulsa ",48181,11.8,63.7,29.7,1058.1,51.3
"2204","OK","Wagoner ",55723,5.6,72.4,21.6,130.1,50.5
"2205","OK","Washington ",48687,5.7,74,25.2,122.7,51.4
"2206","OK","Washita ",46686,9.6,83.9,18,11.6,49.8
"2207","OK","Woods ",51619,6.4,84.2,27.1,6.9,46.2
"2208","OK","Woodward ",51867,12.1,80.7,17.8,16.2,47
"2209","OR","Baker ",41500,3.9,91.6,20.9,5.3,49.5
"2210","OR","Benton ",48604,7,82.1,50,126.6,49.9
"2211","OR","Clackamas ",64352,8.4,83.1,31.8,201,50.8
"2212","OR","Clatsop ",44683,8.1,86.1,23.2,44.7,50.6
"2213","OR","Columbia ",54968,4.6,89.3,18.1,75.1,50.3
"2214","OR","Coos ",37940,6,85.9,18,39.5,50.7
"2215","OR","Crook ",38795,7.4,88.6,14.5,7,50.6
"2216","OR","Curry ",39516,6.5,87.1,20.7,13.7,50.7
"2217","OR","Deschutes ",50209,7.8,87.9,31,52.3,50.7
"2218","OR","Douglas ",40524,5.2,88.7,16.1,21.4,50.7
"2219","OR","Gilliam ",44743,6.5,89.1,14.7,1.6,49.9
"2220","OR","Grant ",35051,3.4,92.1,20.5,1.6,50.5
"2221","OR","Harney ",38113,4.9,87.8,15.6,0.7,49.4
"2222","OR","Hood River ",56725,30.9,64.4,30.5,42.8,49.9
"2223","OR","Jackson ",44005,12,82.1,24.8,73,51.4
"2224","OR","Jefferson ",43373,19.6,60.2,17.3,12.2,48.1
"2225","OR","Josephine ",37733,7,87.6,17,50.4,51.2
"2226","OR","Klamath ",39627,11.9,79.4,19.7,11.2,50.1
"2227","OR","Lake ",33611,7.8,85.7,18.6,1,46.9
"2228","OR","Lane ",42931,8.3,83.1,27.7,77.2,50.9
"2229","OR","Lincoln ",42365,8.5,83.3,24.4,47,51.4
"2230","OR","Linn ",46939,8.4,86.2,16.9,50.9,50.5
"2231","OR","Malheur ",35578,33.1,61.7,13.1,3.2,45.5
"2232","OR","Marion ",46885,25.7,66.9,21.2,266.7,50.1
"2233","OR","Morrow ",49940,35.1,60.6,9.7,5.5,48.8
"2234","OR","Multnomah ",52511,11.2,71.3,39.9,1704.9,50.6
"2235","OR","Polk ",52808,13,79.5,29,101.8,51.7
"2236","OR","Sherman ",42639,6.8,89.4,16.5,2.1,50.4
"2237","OR","Tillamook ",43676,10.3,84.7,20.7,22.9,49.6
"2238","OR","Umatilla ",48389,25.7,67.3,15.5,23.6,47.7
"2239","OR","Union ",42542,4.5,89.5,22.5,12.6,50.9
"2240","OR","Wallowa ",41994,2.8,93.5,24,2.2,51.1
"2241","OR","Wasco ",43765,17,75.7,20.1,10.6,50.4
"2242","OR","Washington ",64180,16.3,67.8,39.4,731.4,50.7
"2243","OR","Wheeler ",37974,5.2,88.7,16.8,0.8,49.2
"2244","OR","Yamhill ",54535,15.7,77.9,22.5,138.6,50.1
"2245","PA","Adams ",59492,6.6,89.7,20.4,195.5,50.7
"2246","PA","Allegheny ",51366,1.9,79.6,35.9,1675.6,51.8
"2247","PA","Armstrong ",45241,0.7,97.3,14.6,105.5,50.4
"2248","PA","Beaver ",49217,1.4,89.9,21.9,392.3,51.6
"2249","PA","Bedford ",43290,1.1,97,12.6,49.2,50.1
"2250","PA","Berks ",55170,18.7,74.2,22.3,480.4,50.8
"2251","PA","Blair ",42992,1.2,95,18.4,241.7,51.2
"2252","PA","Bradford ",46963,1.5,96.2,17.1,54.6,50.5
"2253","PA","Bucks ",76555,4.9,85.3,35.8,1034.7,51
"2254","PA","Butler ",58230,1.3,95.2,30.5,233.1,50.6
"2255","PA","Cambria ",41730,1.5,93.1,18.3,208.7,50.8
"2256","PA","Cameron ",41410,0.7,97.2,14.2,12.8,50.5
"2257","PA","Carbon ",48900,4.1,92.6,15.1,171.1,50.5
"2258","PA","Centre ",50336,2.9,86.4,40.4,138.7,47.6
"2259","PA","Chester ",86050,7.1,80.6,48.5,664.7,50.8
"2260","PA","Clarion ",42389,0.7,96.4,18.5,66.6,51.2
"2261","PA","Clearfield ",41030,2.9,93,13.5,71.3,47.7
"2262","PA","Clinton ",42184,1.4,95.2,17,44.2,51
"2263","PA","Columbia ",44807,2.6,93.4,20.7,139.3,51.7
"2264","PA","Crawford ",42504,1.2,95,18.7,87.7,51.1
"2265","PA","Cumberland ",60826,3.4,87.5,32.5,431.6,50.6
"2266","PA","Dauphin ",54066,8.3,68.2,28.5,510.6,51.6
"2267","PA","Delaware ",64041,3.5,68.6,35,3040.5,52
"2268","PA","Elk ",45767,0.8,97.6,14.9,38.6,49.9
"2269","PA","Erie ",45202,3.8,85.5,24.8,351.1,50.7
"2270","PA","Fayette ",39115,1.1,92.3,14,172.8,50.7
"2271","PA","Forest ",36556,5.9,74.6,7.8,18.1,32.9
"2272","PA","Franklin ",52637,5,89,19.3,193.7,51
"2273","PA","Fulton ",48461,1.2,96.4,11.8,33.9,49.6
"2274","PA","Greene ",44388,1.4,93.5,15.5,67.2,48.1
"2275","PA","Huntingdon ",44183,1.8,91.2,13.5,52.5,46.9
"2276","PA","Indiana ",43997,1.4,93.7,21.9,107.5,49.9
"2277","PA","Jefferson ",41262,0.8,97.4,13.2,69.3,50.2
"2278","PA","Juniata ",46163,3.1,94.9,11.8,63,50.1
"2279","PA","Lackawanna ",46044,6.2,87.5,25.7,467.1,51.7
"2280","PA","Lancaster ",56483,9.8,83.2,24.2,550.4,51.1
"2281","PA","Lawrence ",43546,1.2,92.5,19.6,254.4,51.7
"2282","PA","Lebanon ",54818,11.4,84.3,19.4,369.1,50.9
"2283","PA","Lehigh ",54923,21.5,68.1,28.1,1012.5,51.3
"2284","PA","Luzerne ",44402,9.1,85.1,21,360.4,50.7
"2285","PA","Lycoming ",45430,2,90.9,18.8,94.5,50.8
"2286","PA","McKean ",41834,2.1,93.7,15.1,44.4,48.8
"2287","PA","Mercer ",44301,1.3,90.6,20.5,173.4,50.8
"2288","PA","Mifflin ",40384,1.3,96.4,11.5,113.6,50.9
"2289","PA","Monroe ",57408,14.6,68.2,23.8,279.2,50.6
"2290","PA","Montgomery ",79183,4.8,77.1,45.5,1655.9,51.4
"2291","PA","Montour ",51482,2.4,92.4,26.8,140.3,52.2
"2292","PA","Northampton ",60097,12,78.5,26.6,805.4,50.9
"2293","PA","Northumberland ",41208,3.1,93.1,14,206.2,49.8
"2294","PA","Perry ",57375,1.7,95.9,15.5,83.4,49.7
"2295","PA","Philadelphia ",37192,13.6,35.8,23.9,11379.5,52.7
"2296","PA","Pike ",59340,10.2,81.6,22.5,105.3,49.8
"2297","PA","Potter ",41547,1.1,97,14.6,16.1,50
"2298","PA","Schuylkill ",45012,3.6,91.9,14.3,190.4,48.9
"2299","PA","Snyder ",46513,2.2,95.2,16.7,120.8,50.6
"2300","PA","Somerset ",43597,1.4,94.8,14.5,72.4,48.1
"2301","PA","Sullivan ",40964,1.8,93.5,14,14.3,47.7
"2302","PA","Susquehanna ",48231,1.8,96.4,16.5,52.7,49.6
"2303","PA","Tioga ",44187,1.3,96.1,19.1,37,50.5
"2304","PA","Union ",48528,5.7,84.6,21.2,142.2,45
"2305","PA","Venango ",41977,1.1,96.1,15.4,81.5,50.8
"2306","PA","Warren ",43764,0.9,97.1,17.9,47.3,49.8
"2307","PA","Washington ",53693,1.5,92.8,25.6,242.5,51.1
"2308","PA","Wayne ",49313,4.2,90.9,19.2,72.8,46.9
"2309","PA","Westmoreland ",50736,1.1,94.3,25.3,355.4,51.2
"2310","PA","Wyoming ",48482,1.8,95.6,17.4,71.2,49.6
"2311","PA","York ",58745,6.5,84.8,22,481.1,50.5
"2312","RI","Bristol ",71238,2.4,93.2,43.7,2064,51.8
"2313","RI","Kent ",62279,4.2,90,30,985.9,51.7
"2314","RI","Newport ",71713,5.3,86.7,44.7,809.6,50.9
"2315","RI","Providence ",49297,20.9,64.1,26.4,1530.3,51.5
"2316","RI","Washington ",72138,3,91.3,43.5,385.7,51.7
"2317","SC","Abbeville ",35947,1.2,68.8,12.2,51.8,51.5
"2318","SC","Aiken ",44509,5.4,67,24,149.5,51.5
"2319","SC","Allendale ",25252,2.9,23.3,15,25.5,46.1
"2320","SC","Anderson ",41579,3.5,77.7,19.3,261.6,51.7
"2321","SC","Bamberg ",31483,1.9,35.8,17.5,40.6,51.8
"2322","SC","Barnwell ",35231,2.5,51.2,11.2,41.2,52.3
"2323","SC","Beaufort ",57316,11.4,67.1,37.6,281.5,50.9
"2324","SC","Berkeley ",52427,6.1,63.9,21.3,161.8,50.2
"2325","SC","Calhoun ",40704,3.2,53.5,16.9,39.8,51.3
"2326","SC","Charleston ",50792,5.1,63.4,39.4,382.3,51.6
"2327","SC","Cherokee ",34202,4.1,73.2,14.3,140.9,51.5
"2328","SC","Chester ",33103,1.8,59,12.4,57.1,51.5
"2329","SC","Chesterfield ",31252,3.9,61.3,12.6,58.5,51.3
"2330","SC","Clarendon ",31410,3,47.3,13,57.6,50.7
"2331","SC","Colleton ",33233,3.1,56.5,14.7,36.8,52.1
"2332","SC","Darlington ",36323,2,55.3,17,122.4,52.8
"2333","SC","Dillon ",28817,2.5,46.8,8.2,79.2,52.7
"2334","SC","Dorchester ",53857,4.9,64.9,24.5,238.2,51.2
"2335","SC","Edgefield ",43861,5.7,56.2,17.2,53.9,45.9
"2336","SC","Fairfield ",36120,1.9,37.8,15.5,34.9,52.2
"2337","SC","Florence ",41910,2.4,52.9,21.3,171.1,53.2
"2338","SC","Georgetown ",40131,3.2,63,22.7,73.9,52.4
"2339","SC","Greenville ",49022,8.8,69.3,31.2,574.7,51.4
"2340","SC","Greenwood ",36540,5.8,60.4,22.1,153.2,53.2
"2341","SC","Hampton ",34233,3.9,41.2,11.4,37.7,48.4
"2342","SC","Horry ",42431,6.1,77.2,22.7,237.5,51.5
"2343","SC","Jasper ",36413,13.9,41,12.5,37.8,48.4
"2344","SC","Kershaw ",43765,4.2,68.7,19.3,84.9,51.5
"2345","SC","Lancaster ",42217,5,70.2,18.7,139.6,50.9
"2346","SC","Laurens ",37383,4.4,68.3,14.5,93.2,51.5
"2347","SC","Lee ",27373,2.1,33.3,9.1,46.9,47.8
"2348","SC","Lexington ",54061,5.8,75.7,28.7,375.4,51.1
"2349","SC","McCormick ",40028,1.2,48.7,18.2,28.5,44.9
"2350","SC","Marion ",29149,2.7,39.2,13.6,67.6,53.8
"2351","SC","Marlboro ",28297,3.2,39.9,8.7,60.3,46.8
"2352","SC","Newberry ",41718,7.5,60,18.9,59.5,51.4
"2353","SC","Oconee ",41394,4.8,85.2,21.7,118.6,50.5
"2354","SC","Orangeburg ",34110,2.1,33.6,18.6,83.6,53.1
"2355","SC","Pickens ",41788,3.4,86.4,23,240.2,50.2
"2356","SC","Richland ",48359,5.1,44.1,36.1,507.9,51.5
"2357","SC","Saluda ",38514,14.9,58,12.4,43.9,49.6
"2358","SC","Spartanburg ",42919,6.4,69,21.3,351.9,51.5
"2359","SC","Sumter ",41366,3.8,46.4,19.2,161.6,51.8
"2360","SC","Union ",32556,1.2,65.4,12.9,56.3,52.5
"2361","SC","Williamsburg ",25849,2.3,31.5,12.2,36.8,51.5
"2362","SC","York ",53740,5,71.6,28.5,332.2,51.7
"2363","SD","Aurora ",46667,4.4,91.8,16.7,3.8,48.5
"2364","SD","Beadle ",42196,9.7,80.5,18.6,13.8,49.3
"2365","SD","Bennett ",37607,3.4,33.6,15.9,2.9,52.2
"2366","SD","Bon Homme ",40980,2.2,88,17.9,12.5,42
"2367","SD","Brookings ",46896,2.5,90.9,40.2,40.3,49
"2368","SD","Brown ",51398,2.5,89.2,26.9,21.3,50.7
"2369","SD","Brule ",45284,2.4,85.5,22.3,6.4,51.1
"2370","SD","Buffalo ",30962,3.5,17.9,9.1,4.1,50.2
"2371","SD","Butte ",41332,3.7,91.5,16.9,4.5,49.7
"2372","SD","Campbell ",35729,1.4,96.2,16.5,2,48.5
"2373","SD","Charles Mix ",40102,2.5,63.2,16.6,8.3,50
"2374","SD","Clark ",49055,2.8,94.9,18.7,3.9,49.3
"2375","SD","Clay ",38173,2.8,88.8,41.6,33.6,50.7
"2376","SD","Codington ",47214,1.9,93.4,21.9,39.5,49.9
"2377","SD","Corson ",30880,3.9,31.5,13.8,1.6,48.7
"2378","SD","Custer ",50074,3,90.8,27.7,5.3,50.3
"2379","SD","Davison ",48341,2.4,92.2,26.1,44.8,50.1
"2380","SD","Day ",39761,2.1,86.7,16.4,5.6,49.2
"2381","SD","Deuel ",51632,3.1,94.7,20.1,7,48.4
"2382","SD","Dewey ",30710,3.5,22.1,14.8,2.3,51.6
"2383","SD","Douglas ",49200,1.3,95.1,16.7,7,50.4
"2384","SD","Edmunds ",49831,1.6,96.6,22.2,3.6,49
"2385","SD","Fall River ",37667,3.7,85,22.4,4.1,49.3
"2386","SD","Faulk ",41453,1.1,97.4,18.4,2.4,49.5
